"","symbol","log2FoldChange","pvalue","padj"
"ENSG00000135048","CEMIP2",0.890765004579679,8.61500632539096e-19,1.9270907649267e-14
"ENSG00000182718","ANXA2",0.666026879891347,8.78569598471116e-19,1.96527233482004e-14
"ENSG00000070882","OSBPL3",-1.10274559429943,9.35744960200611e-19,2.09316790147275e-14
"ENSG00000187239","FNBP1",0.82909399644995,9.44326763957376e-19,2.11236453829625e-14
"ENSG00000107968","MAP3K8",1.13305050390658,9.54459928549404e-19,2.13503141417216e-14
"ENSG00000169926","KLF13",0.902009768300212,9.5467102265353e-19,2.13550361057368e-14
"ENSG00000144724","PTPRG",0.931735345183182,1.08503912757928e-18,2.4271240244821e-14
"ENSG00000116194","ANGPTL1",1.94206991657151,1.0939599564698e-18,2.44707902662729e-14
"ENSG00000076513","ANKRD13A",0.688552200741959,1.14975908083424e-18,2.57189608791812e-14
"ENSG00000111728","ST8SIA1",-1.52765150979392,1.15222850795152e-18,2.57741994943675e-14
"ENSG00000183496","MEX3B",-1.71451006424356,1.24656924168977e-18,2.78845073673585e-14
"ENSG00000158246","TENT5B",2.35211858308436,1.24813171620989e-18,2.7919458359899e-14
"ENSG00000134871","COL4A2",0.888413912932165,1.35603449041499e-18,3.03331355160928e-14
"ENSG00000120162","MOB3B",2.71138265883983,1.93614167365033e-18,4.33095530978843e-14
"ENSG00000182580","EPHB3",-1.52010933678538,1.99675268708778e-18,4.46653608574666e-14
"ENSG00000145632","PLK2",-1.02111223066792,2.16931487518438e-18,4.85254044429994e-14
"ENSG00000132155","RAF1",0.787829004500724,2.20731684762897e-18,4.93754705646124e-14
"ENSG00000268913",NA,2.52707349478036,2.22386628026851e-18,4.97456648233263e-14
"ENSG00000186575","NF2",1.01582651750116,2.8321512706629e-18,6.33523917734584e-14
"ENSG00000151690","MFSD6",1.01960712669772,2.89353038166906e-18,6.47253811075552e-14
"ENSG00000196230","TUBB",-1.18547002672941,3.07676143330891e-18,6.88240765016869e-14
"ENSG00000174437","ATP2A2",1.34007555349336,3.22918692482841e-18,7.22336823214866e-14
"ENSG00000138385","SSB",0.807039785657443,3.53196686559173e-18,7.90065668164213e-14
"ENSG00000147576","ADHFE1",1.44423959321501,4.09694136207282e-18,9.16444813282068e-14
"ENSG00000081803","CADPS2",1.3268833586628,4.18808602692239e-18,9.3683296336227e-14
"ENSG00000108950","FAM20A",1.09114076232413,4.39618101089484e-18,9.83381730327067e-14
"ENSG00000147526","TACC1",0.877285535215445,4.5323659711092e-18,1.01384494407742e-13
"ENSG00000198947","DMD",1.01442788786077,4.81737024871447e-18,1.07759755093494e-13
"ENSG00000009413","REV3L",1.09559004477046,4.89572188311301e-18,1.09512402803355e-13
"ENSG00000161647","MPP3",1.56712629884608,5.07206482120186e-18,1.13457017985464e-13
"ENSG00000135821","GLUL",2.92279611640664,5.53562006681669e-18,1.23826285274623e-13
"ENSG00000197301","HMGA2-AS1",2.27583212302596,5.55194016216956e-18,1.24191349487571e-13
"ENSG00000164930","FZD6",0.962078401751067,5.90927426956631e-18,1.32184556135929e-13
"ENSG00000067369","TP53BP1",-0.759428724704364,5.97902197167724e-18,1.33744742484448e-13
"ENSG00000164619","BMPER",-1.53206156169845,6.0637381411034e-18,1.35639758478342e-13
"ENSG00000219481","NBPF1",-0.72901883963092,6.25600287452387e-18,1.39940528300224e-13
"ENSG00000147119","CHST7",1.53246258154142,7.41837472447602e-18,1.65941624211804e-13
"ENSG00000113456","RAD1",0.830229578509189,7.79193302978974e-18,1.74297749943367e-13
"ENSG00000133110","POSTN",-1.42049847422448,8.10348266990616e-18,1.81266803843131e-13
"ENSG00000147883","CDKN2B",-1.42744313711051,8.19555340512463e-18,1.83326334119233e-13
"ENSG00000051108","HERPUD1",0.74901953922973,8.79730609860884e-18,1.96786940119781e-13
"ENSG00000196411","EPHB4",-0.950054155455903,9.70138875253596e-18,2.17010365005477e-13
"ENSG00000087448","KLHL42",1.06064496650185,1.00964927746834e-17,2.25848446876893e-13
"ENSG00000188042","ARL4C",-0.801315411263647,1.10000753693124e-17,2.46060685936149e-13
"ENSG00000146373","RNF217",1.081847770549,1.10524410341042e-17,2.47232053491878e-13
"ENSG00000143127","ITGA10",3.81872455741092,1.16154281282424e-17,2.59825511800654e-13
"ENSG00000168621","GDNF",1.80326754988804,1.28428636970004e-17,2.87282018038202e-13
"ENSG00000188176","SMTNL2",-3.24765828134975,1.39537741993009e-17,3.12131975064162e-13
"ENSG00000101342","TLDC2",4.0876886249168,1.40037734783751e-17,3.13250408937773e-13
"ENSG00000103381","CPPED1",0.930701723324235,1.62529927432371e-17,3.6356319467347e-13
"ENSG00000104756","KCTD9",0.827156864585897,1.7943811405587e-17,4.01385117331575e-13
"ENSG00000157152","SYN2",3.46249543915323,1.90341941746038e-17,4.25775889491713e-13
"ENSG00000126861","OMG",-1.71993226445674,1.96448613189747e-17,4.39435902844145e-13
"ENSG00000099860","GADD45B",1.47105453436756,2.01495421571288e-17,4.50725108512815e-13
"ENSG00000183508","TENT5C",-2.54661627719007,2.44331964097298e-17,5.46546170489246e-13
"ENSG00000169855","ROBO1",-1.11058357693543,2.69080151630983e-17,6.01905391183346e-13
"ENSG00000272841","MAP3K4-AS1",-2.01788415914741,2.91573171178881e-17,6.5222002661004e-13
"ENSG00000101955","SRPX",0.91977527955455,3.00123446806179e-17,6.71346138160741e-13
"ENSG00000122971","ACADS",0.968459756180219,3.16994278314884e-17,7.09084501162565e-13
"ENSG00000189184","PCDH18",-0.889191377685833,3.41237183039202e-17,7.63313454740391e-13
"ENSG00000081377","CDC14B",0.835111451126668,3.61957147903953e-17,8.09661944146353e-13
"ENSG00000151835","SACS",-0.730322298488757,3.94550613403788e-17,8.82570267122933e-13
"ENSG00000123094","RASSF8",0.8721904348294,4.1352637696297e-17,9.25017152628468e-13
"ENSG00000026950","BTN3A1",-0.889719492252806,4.16074737615613e-17,9.30717580572365e-13
"ENSG00000231991",NA,0.679990624254174,4.49498517193967e-17,1.00548323311118e-12
"ENSG00000149633","KIAA1755",-1.46786292550284,7.09375163575887e-17,1.5868013034029e-12
"ENSG00000242265","PEG10",-0.964110753747979,7.50673542019884e-17,1.67918164614428e-12
"ENSG00000149591","TAGLN",1.26797598363958,7.77423145250339e-17,1.73901783361048e-12
"ENSG00000132530","XAF1",-0.923514836271274,8.25686498158813e-17,1.84697812773145e-12
"ENSG00000035403","VCL",0.856392716297612,9.18965656369528e-17,2.055634276733e-12
"ENSG00000164050","PLXNB1",0.803076169175744,9.47488242028112e-17,2.11943644859268e-12
"ENSG00000135472","FAIM2",-1.69522264596738,9.56678404155095e-17,2.13999392225453e-12
"ENSG00000170214","ADRA1B",4.06197342751505,1.01525593561053e-16,2.27102600236719e-12
"ENSG00000067082","KLF6",1.08950286681896,1.05769222025301e-16,2.36595172748397e-12
"ENSG00000100154","TTC28",-0.776890944998987,1.06556250077611e-16,2.38355675798608e-12
"ENSG00000143344","RGL1",-1.07499925567224,1.10352436956983e-16,2.46847366229075e-12
"ENSG00000155962","CLIC2",-1.25527284423541,1.14433200805035e-16,2.55975626880782e-12
"ENSG00000100626","GALNT16",-0.999556586597278,1.15241524748345e-16,2.57783766709573e-12
"ENSG00000114019","AMOTL2",0.92239475428719,1.26044451033532e-16,2.81948832516907e-12
"ENSG00000130066","SAT1",1.31751085027978,1.26929690439025e-16,2.83929024543054e-12
"ENSG00000113361","CDH6",-1.22147885294289,1.34753401313671e-16,3.01429883398551e-12
"ENSG00000157510","AFAP1L1",1.72140450156034,1.5373943977647e-16,3.43899752835987e-12
"ENSG00000049246","PER3",-2.20776903092494,1.67339875289237e-16,3.74322567034493e-12
"ENSG00000025423","HSD17B6",-1.99303561914532,1.67696841600014e-16,3.75121064975071e-12
"ENSG00000134531","EMP1",0.953561445955777,1.93140017401956e-16,4.32034904926434e-12
"ENSG00000117758","STX12",0.945098811035918,2.15122054332856e-16,4.81206523337166e-12
"ENSG00000106034","CPED1",1.05606708581897,2.17750071587018e-16,4.87085135133001e-12
"ENSG00000135318","NT5E",-0.887919763869976,2.22947274620202e-16,4.9871075859793e-12
"ENSG00000158292","GPR153",-0.899476810740648,2.24381149524734e-16,5.01918193371878e-12
"ENSG00000154654","NCAM2",-0.792332347131622,2.43363071809338e-16,5.44378855330308e-12
"ENSG00000106772","PRUNE2",0.78960436941137,2.47408640458741e-16,5.53428387842157e-12
"ENSG00000138166","DUSP5",1.23213830040324,2.61613302084488e-16,5.85202795432792e-12
"ENSG00000065809","FAM107B",-0.989233299859582,2.76160604305342e-16,6.1774365577062e-12
"ENSG00000171793","CTPS1",1.4857147479218,2.85979559997368e-16,6.39707677758113e-12
"ENSG00000151012","SLC7A11",-1.14132237282358,2.94066595338265e-16,6.57797567112164e-12
"ENSG00000153904","DDAH1",1.24664587918011,3.65586925031559e-16,8.17781392603095e-12
"ENSG00000106809","OGN",-0.985223159191942,5.02435871827311e-16,1.12389880169051e-11
"ENSG00000183801","OLFML1",-1.03446765552304,5.08330017608233e-16,1.13708341638786e-11
"ENSG00000157483","MYO1E",0.937304422725838,5.19809298956841e-16,1.16276142083656e-11
"ENSG00000103647","CORO2B",-1.32938699309885,5.95974859010372e-16,1.3331361621203e-11
"ENSG00000141150",NA,1.56244131422005,6.02532770324711e-16,1.34780555393935e-11
"ENSG00000133943","DGLUCY",-0.886333819921756,7.32242308011707e-16,1.63795281879139e-11
"ENSG00000166963","MAP1A",-0.761878150148811,8.14866780540394e-16,1.82277550139081e-11
"ENSG00000205208","C4orf46",-1.35807967532194,8.31173514517385e-16,1.85925203462394e-11
"ENSG00000113389","NPR3",0.924334482901515,9.09970081142453e-16,2.03551207450755e-11
"ENSG00000131016","AKAP12",-0.915189924674375,9.43884635325711e-16,2.11137554076008e-11
"ENSG00000196155","PLEKHG4",-1.40834777133573,9.4583800300059e-16,2.11574502891202e-11
"ENSG00000128165","ADM2",-2.6193404327946,1.12323665856429e-15,2.51256808154246e-11
"ENSG00000129682","FGF13",-1.55380967377216,1.15460137617991e-15,2.58272781837685e-11
"ENSG00000181019","NQO1",-0.721699834471726,1.16924568343858e-15,2.61548566928377e-11
"ENSG00000146006","LRRTM2",-4.20969162761694,1.27927252926991e-15,2.86160472072387e-11
"ENSG00000138615","CILP",1.34816347951159,1.32094362476448e-15,2.95481879423567e-11
"ENSG00000133816","MICAL2",1.05787434210074,1.36314328381377e-15,3.04921521156302e-11
"ENSG00000162704","ARPC5",0.888593034247606,1.51414375591356e-15,3.38698816760305e-11
"ENSG00000083290","ULK2",1.13820591801982,1.51654474268622e-15,3.3923589349148e-11
"ENSG00000115993","TRAK2",0.912178011688104,1.60221994437847e-15,3.58400579358021e-11
"ENSG00000105810","CDK6",-0.712750248004376,1.72252780808522e-15,3.85312245390582e-11
"ENSG00000104321","TRPA1",-1.34397002399847,1.84140762571654e-15,4.11904471796533e-11
"ENSG00000118523","CCN2",1.20819545794684,2.00337085470216e-15,4.48134026488327e-11
"ENSG00000198795","ZNF521",-0.986760855911279,2.08133809626493e-15,4.65574518753502e-11
"ENSG00000154310","TNIK",-1.14207583751693,2.10364340285852e-15,4.70563992785422e-11
"ENSG00000245812","LINC02202",1.66463140412978,2.13973903219445e-15,4.78638224111576e-11
"ENSG00000143878","RHOB",1.21260532774305,2.16137224685088e-15,4.83477357898073e-11
"ENSG00000171033","PKIA",-1.31341829691066,2.22174116532151e-15,4.96981281270768e-11
"ENSG00000187193","MT1X",3.15575851866529,2.22647226470185e-15,4.98039580891157e-11
"ENSG00000048740","CELF2",0.928635049189912,2.33884709470693e-15,5.23176706614993e-11
"ENSG00000164330","EBF1",1.10984145891768,2.34365234638e-15,5.24251593361741e-11
"ENSG00000124212","PTGIS",-0.661529893708641,2.42802464194456e-15,5.43124832156578e-11
"ENSG00000138669","PRKG2",-1.70203305762873,2.57804957734064e-15,5.76683909955327e-11
"ENSG00000011566","MAP4K3",0.808168983813894,2.98401593125013e-15,6.67494523661340e-11
"ENSG00000155324","GRAMD2B",1.23232866875487,2.98728595508195e-15,6.68225995292282e-11
"ENSG00000077254","USP33",0.885719461077937,3.02417422852912e-15,6.7647753317968e-11
"ENSG00000135862","LAMC1",0.807294414711646,3.10705094130991e-15,6.95016225061613e-11
"ENSG00000177570","SAMD12",-2.02454681217515,3.32413150747338e-15,7.4357497690672e-11
"ENSG00000134294","SLC38A2",1.20536059923142,3.77349934128628e-15,8.44094067652327e-11
"ENSG00000169504","CLIC4",0.774428495718651,3.87929843980091e-15,8.67760267999066e-11
"ENSG00000206190","ATP10A",1.31354752211586,4.39495525251948e-15,9.83107540436082e-11
"ENSG00000073792","IGF2BP2",0.791392599807019,4.6093352547456e-15,1.03106220313404e-10
"ENSG00000101265","RASSF2",-1.04930831426883,5.87620317812846e-15,1.31444788891556e-10
"ENSG00000178723","GLULP4",3.53448003109675,5.87705698988929e-15,1.31463887806833e-10
"ENSG00000176971","FIBIN",1.23468045126776,5.9616646524511e-15,1.33356476610679e-10
"ENSG00000168890","TMEM150A",0.925084146942042,6.25558957508677e-15,1.39931283205116e-10
"ENSG00000079691","CARMIL1",1.14692645807529,6.32633137639189e-15,1.4151370655851e-10
"ENSG00000132622","HSPA12B",-2.27871971213054,6.60695966236421e-15,1.47791080687425e-10
"ENSG00000114670","NEK11",-1.25722624473127,6.70115181938968e-15,1.49898065047928e-10
"ENSG00000133789","SWAP70",0.678295085468589,7.27920378715521e-15,1.62828509514875e-10
"ENSG00000168994","PXDC1",1.35367073931516,7.7516812396478e-15,1.73397357649682e-10
"ENSG00000165801","ARHGEF40",-0.924922281020868,8.30472233217349e-15,1.85768333848389e-10
"ENSG00000162426","SLC45A1",1.29071180293913,9.01919938215704e-15,2.01750470979471e-10
"ENSG00000072163","LIMS2",1.36021706852155,9.16239201668788e-15,2.04953547021291e-10
"ENSG00000091136","LAMB1",0.761912838984426,9.43838784334505e-15,2.11127297667785e-10
"ENSG00000189058","APOD",1.05896983144468,9.59495507377331e-15,2.14629550045235e-10
"ENSG00000128606","LRRC17",-2.40960309339175,9.9335505016213e-15,2.22203591170767e-10
"ENSG00000135446","CDK4",-0.788599951451827,1.15183005056793e-14,2.5765286401154e-10
"ENSG00000240445","FOXO3B",1.00748552761475,1.17159826603815e-14,2.62074816130075e-10
"ENSG00000213639","PPP1CB",1.03268053803751,1.24222792355035e-14,2.77873964218978e-10
"ENSG00000107821","KAZALD1",-1.02938029749117,1.30780297972039e-14,2.92542448533654e-10
"ENSG00000196932","TMEM26",-2.0845901816497,1.3205125847184e-14,2.9538546007566e-10
"ENSG00000179222","MAGED1",-0.648453989728171,1.36485857638294e-14,3.05305214951099e-10
"ENSG00000049323","LTBP1",0.695529625182933,1.40243834495051e-14,3.13711433381979e-10
"ENSG00000183963","SMTN",-0.916277424485068,1.41254191558304e-14,3.1597150109677e-10
"ENSG00000183570","PCBP3",1.67156053564125,1.4443872120353e-14,3.23094975460176e-10
"ENSG00000089041","P2RX7",-1.98539287405059,1.59795850111983e-14,3.57447337115495e-10
"ENSG00000125398","SOX9",-1.32359379672738,1.67865987608671e-14,3.75499427681835e-10
"ENSG00000164237","CMBL",-0.898015509650002,1.7171036268027e-14,3.84098910279497e-10
"ENSG00000114450","GNB4",0.935028231620092,1.73817515847916e-14,3.88812401200204e-10
"ENSG00000150938","CRIM1",1.05041155687635,1.83578199173214e-14,4.10646073730562e-10
"ENSG00000164104","HMGB2",1.2411971751809,1.84278765879781e-14,4.12213171396481e-10
"ENSG00000169047","IRS1",0.737135815057021,1.8676990394322e-14,4.1778559813059e-10
"ENSG00000106333","PCOLCE",-0.609615243604075,1.89464025157775e-14,4.23812077875426e-10
"ENSG00000049540","ELN",0.956024149181431,1.93149565724388e-14,4.32056263568883e-10
"ENSG00000016391","CHDH",-2.00739282609482,1.9454445683404e-14,4.35176495492065e-10
"ENSG00000122966","CIT",-1.54921817464961,1.97965020664691e-14,4.42827954724846e-10
"ENSG00000122786","CALD1",0.799640247951659,2.03046566626688e-14,4.54194864887239e-10
"ENSG00000158716","DUSP23",1.32003441033824,2.05450022347747e-14,4.59571154989676e-10
"ENSG00000085117","CD82",1.21906564601874,2.08207708678346e-14,4.65739823542592e-10
"ENSG00000107104","KANK1",1.16661956242329,2.46669757977423e-14,5.51775581619698e-10
"ENSG00000068831","RASGRP2",2.01977223971718,2.48459697329373e-14,5.55779496956076e-10
"ENSG00000018625","ATP1A2",-0.915848340157608,2.68137473974504e-14,5.99796715533568e-10
"ENSG00000183722","LHFPL6",0.692553015691805,2.71936505473725e-14,6.08294769094175e-10
"ENSG00000214944","ARHGEF28",1.06942166934793,2.82237210769053e-14,6.31336416769295e-10
"ENSG00000205213","LGR4",-1.09170168498484,3.12506400697061e-14,6.99045567719255e-10
"ENSG00000064205","CCN5",-0.952801365574821,3.23903888395159e-14,7.24540607951132e-10
"ENSG00000130766","SESN2",-0.943837682548387,3.51058116979691e-14,7.85281901871871e-10
"ENSG00000113460","BRIX1",0.974928332762149,3.55796126949218e-14,7.95880356372706e-10
"ENSG00000112576","CCND3",0.93456887539225,3.80773905037852e-14,8.51753148179171e-10
"ENSG00000077063","CTTNBP2",-1.04869620729648,4.18572455979786e-14,9.36304726781183e-10
"ENSG00000172465","TCEAL1",1.03193572377758,4.29158885361513e-14,9.59985510665168e-10
"ENSG00000170759","KIF5B",0.573462624912442,4.54708215720523e-14,1.01713680774524e-09
"ENSG00000112936","C7",3.20448225684984,5.15135327177112e-14,1.15230621336248e-09
"ENSG00000150540","HNMT",0.908921291626949,5.5411400592964e-14,1.23949761986401e-09
"ENSG00000143382","ADAMTSL4",0.85365528906529,6.05182953763798e-14,1.35373374927424e-09
"ENSG00000161011","SQSTM1",-0.724043267780246,6.11157179429218e-14,1.36709749466522e-09
"ENSG00000168461","RAB31",0.977585322634948,6.27730529466022e-14,1.40417042136254e-09
"ENSG00000101608","MYL12A",0.836886415218011,6.32998142030882e-14,1.41595354390888e-09
"ENSG00000134684","YARS1",-0.744706511616588,6.58470811248644e-14,1.47293335768209e-09
"ENSG00000163430","FSTL1",0.900263906107608,6.62858324906579e-14,1.48274778698353e-09
"ENSG00000168610","STAT3",0.622255018936003,6.81521565368093e-14,1.52449558957189e-09
"ENSG00000077157","PPP1R12B",0.898031793985498,7.022418793197e-14,1.57084485985024e-09
"ENSG00000158122","PRXL2C",0.83902219308288,7.20823215630578e-14,1.61240945104404e-09
"ENSG00000196616","ADH1B",1.15469921379275,9.69025883898714e-14,2.16761399969303e-09
"ENSG00000074410","CA12",-0.791652209702247,1.1171834587802e-13,2.49902767894544e-09
"ENSG00000197442","MAP3K5",0.714405975551642,1.12066055156316e-13,2.50680558779163e-09
"ENSG00000167645","YIF1B",1.12890577253023,1.14561928822977e-13,2.56263578584116e-09
"ENSG00000187079","TEAD1",0.725002985982423,1.18508032507192e-13,2.65090617915338e-09
"ENSG00000167460","TPM4",0.731437385489875,1.23821494306865e-13,2.76976300615025e-09
"ENSG00000177426","TGIF1",0.918483071736665,1.32654368336052e-13,2.96734556530916e-09
"ENSG00000007237","GAS7",-1.40472336844028,1.37636533179965e-13,3.07879161070265e-09
"ENSG00000169271","HSPB3",2.25319701616787,1.38961493609309e-13,3.10842965054664e-09
"ENSG00000136052","SLC41A2",-0.98994356051998,1.44594798296646e-13,3.23444104309767e-09
"ENSG00000273179",NA,-1.52211065919807,1.48945137005031e-13,3.33175376966553e-09
"ENSG00000196715","VKORC1L1",0.706705861362285,1.55547238763334e-13,3.47943618389702e-09
"ENSG00000168398","BDKRB2",-2.10777849453102,1.60118654819964e-13,3.58169418966778e-09
"ENSG00000183726","TMEM50A",0.693417460690993,1.63814920659662e-13,3.66437596023598e-09
"ENSG00000136997","MYC",0.842811142213457,1.65765402137488e-13,3.70800628041346e-09
"ENSG00000075240","GRAMD4",-1.17044099890866,1.76904134615391e-13,3.95716858721168e-09
"ENSG00000164105","SAP30",1.22871281051236,1.97347930896927e-13,4.41447586623336e-09
"ENSG00000253276","CCDC71L",1.14738884347863,2.09691564295859e-13,4.69059060173407e-09
"ENSG00000105889","STEAP1B",1.03859122604415,2.26928960194093e-13,5.07617391058167e-09
"ENSG00000136237","RAPGEF5",2.650275603141,2.27814707516011e-13,5.09598719242566e-09
"ENSG00000119711","ALDH6A1",1.2045967572185,2.29167923402987e-13,5.12625727860141e-09
"ENSG00000185215","TNFAIP2",-0.876883438872166,2.49041227903636e-13,5.57080322697644e-09
"ENSG00000178209","PLEC",0.861824075591617,2.53315789756683e-13,5.66642090106725e-09
"ENSG00000115884","SDC1",-0.848624976323704,2.54135629017645e-13,5.68475988549569e-09
"ENSG00000136960","ENPP2",-1.07499410672951,2.70285778877023e-13,6.04602258770014e-09
"ENSG00000159840","ZYX",0.702148347758077,3.14254643363951e-13,7.02956211740821e-09
"ENSG00000166592","RRAD",-1.49638489194159,3.17811573334484e-13,7.10912708391907e-09
"ENSG00000241399","CD302",1.57394359762038,3.29152329249779e-13,7.36280845298831e-09
"ENSG00000136830","NIBAN2",0.659143997485896,3.43876785870413e-13,7.69217982313527e-09
"ENSG00000087116","ADAMTS2",0.699573592819952,3.47633515908479e-13,7.77621411735676e-09
"ENSG00000048707","VPS13D",0.645980538378038,3.51243625607415e-13,7.85696866121226e-09
"ENSG00000144857","BOC",0.750457548064456,3.52096911497367e-13,7.87605581328461e-09
"ENSG00000172954","LCLAT1",0.957484324749915,3.66994099328218e-13,8.20929100787292e-09
"ENSG00000205364","MT1M",2.51784388681942,3.67549766132139e-13,8.22172071860981e-09
"ENSG00000187758","ADH1A",1.1582554397669,3.78828911423684e-13,8.47402391963638e-09
"ENSG00000131871","SELENOS",0.687177547861478,4.11000885771371e-13,9.1936788138198e-09
"ENSG00000170485","NPAS2",1.14700803340324,4.11837970444705e-13,9.2124035608776e-09
"ENSG00000183688","RFLNB",0.777596821925488,4.32009541436512e-13,9.66362143239334e-09
"ENSG00000135842","NIBAN1",-0.744971104540186,4.37090582032061e-13,9.77727922947518e-09
"ENSG00000164171","ITGA2",-1.01597302848475,4.56238599529655e-13,1.02056012328788e-08
"ENSG00000161513","FDXR",-1.00522579134202,4.64848083316687e-13,1.0398186775711e-08
"ENSG00000165030","NFIL3",1.11915146386088,4.73045202973602e-13,1.05815481453165e-08
"ENSG00000105516","DBP",-1.65190991797002,4.87018973663419e-13,1.0894127421877e-08
"ENSG00000188706","ZDHHC9",0.749468306002359,4.88622536287599e-13,1.09299975142173e-08
"ENSG00000075420","FNDC3B",0.700719283877187,5.03784211868043e-13,1.12691490352762e-08
"ENSG00000174099","MSRB3",0.733985749314876,5.14243902581379e-13,1.15031218568429e-08
"ENSG00000136295","TTYH3",-0.759244564190278,5.1609659628051e-13,1.15445647621987e-08
"ENSG00000061273","HDAC7",0.58783464847787,5.36945418522567e-13,1.20109320669313e-08
"ENSG00000102780","DGKH",0.797295168755147,5.4164630616584e-13,1.21160862226237e-08
"ENSG00000137266","SLC22A23",-1.37092339293816,5.51824470476757e-13,1.23437615800946e-08
"ENSG00000070669","ASNS",-0.967980317792761,5.85466521334019e-13,1.30963006157207e-08
"ENSG00000145362","ANK2",-1.01680546368645,6.04606065601343e-13,1.35244330814364e-08
"ENSG00000183287","CCBE1",0.601981686229632,6.07176688464964e-13,1.35819353442728e-08
"ENSG00000141298","SSH2",1.23301679858294,6.35577452036281e-13,1.42172320245996e-08
"ENSG00000103710","RASL12",-1.0759501602705,6.53125915201203e-13,1.46097735971357e-08
"ENSG00000175471","MCTP1",1.80786041339756,6.62931529510072e-13,1.48291153836108e-08
"ENSG00000070540","WIPI1",0.943486101537908,6.67815894059829e-13,1.49383737342243e-08
"ENSG00000206560","ANKRD28",0.643162516257846,6.92843446022372e-13,1.54982150440744e-08
"ENSG00000082146","STRADB",0.894253923974579,7.32548051322502e-13,1.6386367360033e-08
"ENSG00000213160","KLHL23",1.53560485329113,7.68706715605275e-13,1.71952005213744e-08
"ENSG00000128602","SMO",-1.01443762075469,8.36679584944842e-13,1.87156856356312e-08
"ENSG00000182010","RTKN2",-1.88221493967798,8.46239807550733e-13,1.89295382551023e-08
"ENSG00000134851","TMEM165",0.609072311979934,8.51633057046002e-13,1.9050179853062e-08
"ENSG00000012048","BRCA1",-1.2103376142426,8.75629409630973e-13,1.95869542640352e-08
"ENSG00000178031","ADAMTSL1",-1.1396748817883,8.84121235749162e-13,1.9776907922473e-08
"ENSG00000185222","TCEAL9",0.668547880680138,8.95369507535886e-13,2.00285205140702e-08
"ENSG00000049759","NEDD4L",-1.12076740768153,8.9975725848874e-13,2.01266701151346e-08
"ENSG00000168214","RBPJ",-0.651417999473246,9.27383335219629e-13,2.07446378255279e-08
"ENSG00000145604","SKP2",0.935102333686102,9.66827705114673e-13,2.16269689357101e-08
"ENSG00000019991","HGF",-0.974578088790554,9.88813408804144e-13,2.21187671415399e-08
"ENSG00000159023","EPB41",-1.03348627721428,1.05948091652507e-12,2.36995286217492e-08
"ENSG00000152332","UHMK1",0.659782105859629,1.12678618879152e-12,2.52050802570774e-08
"ENSG00000254332",NA,0.880272525613146,1.14717581100196e-12,2.56611757163029e-08
"ENSG00000168679","SLC16A4",-0.93607011085242,1.15144447239774e-12,2.57566614030651e-08
"ENSG00000097096","SYDE2",1.30546935927606,1.16030033970521e-12,2.59547582988658e-08
"ENSG00000168646","AXIN2",1.14067311976596,1.17332777083113e-12,2.62461689057215e-08
"ENSG00000185338","SOCS1",-1.21161323807235,1.2246765721937e-12,2.73947902434008e-08
"ENSG00000101255","TRIB3",-1.11097414055752,1.24050713541936e-12,2.77489041121958e-08
"ENSG00000125430","HS3ST3B1",0.8969112266377,1.3185298070165e-12,2.9494193253152e-08
"ENSG00000162643","DNAI3",-1.6199490731531,1.32527258928642e-12,2.9645022549748e-08
"ENSG00000225783","MIAT",-1.85980074864687,1.33392506855921e-12,2.9838569858601e-08
"ENSG00000145506","NKD2",1.44227554682888,1.36570309990542e-12,3.05494126417844e-08
"ENSG00000087086","FTL",-0.624283918211235,1.47235201180775e-12,3.29350421521275e-08
"ENSG00000254851",NA,1.09972710725191,1.5875572180657e-12,3.55120674109117e-08
"ENSG00000184743","ATL3",0.751056444125573,1.61902955102008e-12,3.62160720267682e-08
"ENSG00000118762","PKD2",0.839322776441984,1.66039361801765e-12,3.71413448414368e-08
"ENSG00000184564","SLITRK6",-3.18950377710795,1.68652943127311e-12,3.77259768481482e-08
"ENSG00000129128","SPCS3",0.74737501151051,1.71755886682633e-12,3.84200742920381e-08
"ENSG00000196781","TLE1",0.859593578558919,1.72045388571498e-12,3.84848329695583e-08
"ENSG00000135362","PRR5L",1.53677377864566,1.74831967903023e-12,3.91081629002272e-08
"ENSG00000128309","MPST",0.973653881323772,1.82622070288084e-12,4.08507309027414e-08
"ENSG00000092841","MYL6",0.683114106231897,1.87746984032943e-12,4.19971228583289e-08
"ENSG00000167549","CORO6",2.25846348305784,1.88700450540952e-12,4.22104037815056e-08
"ENSG00000164291","ARSK",0.847726126473402,1.93887590993327e-12,4.33707152292973e-08
"ENSG00000134508","CABLES1",0.812125356202711,1.96989039493577e-12,4.40644782443183e-08
"ENSG00000132688","NES",-0.77975066838708,2.01830597774436e-12,4.51474864161635e-08
"ENSG00000109689","STIM2",-0.998212265724994,2.06588239864565e-12,4.62117233753045e-08
"ENSG00000182199","SHMT2",-0.703597135748735,2.08368486432939e-12,4.6609946730184e-08
"ENSG00000127324","TSPAN8",4.37299484544157,2.21451899869267e-12,4.95365754817562e-08
"ENSG00000184307","ZDHHC23",1.70778788451472,2.28117117605443e-12,5.10275180371615e-08
"ENSG00000134138","MEIS2",-0.803190592405738,2.45004689667987e-12,5.48050990318319e-08
"ENSG00000157617","C2CD2",1.09502853544722,2.45697383196155e-12,5.49600476471479e-08
